#date: 08.10.2020	time: 16:39:38
#t (s)	f (Hz)	A1 (V)	A2 (V)	phase (deg)	|Z| (Ohm)	Arg Z (Ohm)	Re Z (Ohm)	Im Z (deg)
333.78	1.8120E+7	1.1483	0.2350	-8.0	5.003E+1	+10.0	4.93E+1	8.73E+0
333.95	1.8130E+7	1.1512	0.2348	-12.0	4.961E+1	+15.0	4.79E+1	1.29E+1
334.11	1.8140E+7	1.1455	0.2345	-12.0	4.984E+1	+15.0	4.81E+1	1.29E+1
334.28	1.8150E+7	1.1498	0.2341	-7.0	4.972E+1	+8.8	4.91E+1	7.59E+0
334.46	1.8160E+7	1.1455	0.2346	-10.0	4.998E+1	+12.6	4.88E+1	1.09E+1
334.65	1.8170E+7	1.1469	0.2349	-5.0	5.016E+1	+6.3	4.99E+1	5.49E+0
334.80	1.8180E+7	1.1455	0.2341	-8.0	4.992E+1	+10.0	4.92E+1	8.70E+0
334.96	1.8190E+7	1.1512	0.2353	-10.0	4.986E+1	+12.5	4.87E+1	1.08E+1
335.14	1.8200E+7	1.1384	0.2332	-12.0	4.988E+1	+15.0	4.82E+1	1.30E+1
335.31	1.8210E+7	1.1441	0.2345	-10.0	5.002E+1	+12.6	4.88E+1	1.09E+1
335.49	1.8220E+7	1.1413	0.2350	-8.0	5.042E+1	+10.1	4.96E+1	8.81E+0
335.64	1.8230E+7	1.1441	0.2353	-8.0	5.034E+1	+10.1	4.96E+1	8.79E+0
335.81	1.8240E+7	1.1427	0.2350	-8.0	5.034E+1	+10.1	4.96E+1	8.79E+0
335.96	1.8250E+7	1.1413	0.2348	-8.0	5.034E+1	+10.1	4.96E+1	8.79E+0
336.12	1.8260E+7	1.1427	0.2353	-10.0	5.032E+1	+12.6	4.91E+1	1.10E+1
336.29	1.8270E+7	1.1370	0.2352	-8.0	5.069E+1	+10.1	4.99E+1	8.87E+0
336.46	1.8280E+7	1.1413	0.2346	-10.0	5.021E+1	+12.6	4.90E+1	1.09E+1
336.62	1.8290E+7	1.1356	0.2353	-10.0	5.072E+1	+12.6	4.95E+1	1.11E+1
336.77	1.8300E+7	1.1356	0.2338	-12.0	5.019E+1	+15.1	4.85E+1	1.30E+1
336.94	1.8310E+7	1.1399	0.2357	-8.0	5.069E+1	+10.1	4.99E+1	8.87E+0
337.12	1.8320E+7	1.1384	0.2346	-10.0	5.037E+1	+12.6	4.92E+1	1.10E+1
337.31	1.8330E+7	1.1441	0.2363	-10.0	5.051E+1	+12.6	4.93E+1	1.10E+1
337.49	1.8340E+7	1.1370	0.2349	-10.0	5.052E+1	+12.6	4.93E+1	1.10E+1
337.67	1.8350E+7	1.1342	0.2360	-9.0	5.104E+1	+11.3	5.00E+1	1.00E+1
337.85	1.8360E+7	1.1399	0.2363	-9.0	5.080E+1	+11.3	4.98E+1	9.98E+0
338.02	1.8370E+7	1.1300	0.2350	-9.0	5.101E+1	+11.3	5.00E+1	1.00E+1
338.20	1.8380E+7	1.1314	0.2356	-10.0	5.103E+1	+12.6	4.98E+1	1.11E+1
338.39	1.8390E+7	1.1285	0.2357	-10.0	5.123E+1	+12.6	5.00E+1	1.12E+1
338.55	1.8400E+7	1.1314	0.2363	-9.0	5.127E+1	+11.4	5.03E+1	1.01E+1
338.71	1.8410E+7	1.1342	0.2365	-12.0	5.099E+1	+15.1	4.92E+1	1.33E+1
338.87	1.8420E+7	1.1342	0.2363	-9.0	5.111E+1	+11.4	5.01E+1	1.01E+1
339.02	1.8430E+7	1.1342	0.2362	-7.0	5.116E+1	+8.8	5.06E+1	7.85E+0
339.17	1.8440E+7	1.1314	0.2363	-9.0	5.127E+1	+11.4	5.03E+1	1.01E+1
339.33	1.8450E+7	1.1271	0.2355	-9.0	5.128E+1	+11.4	5.03E+1	1.01E+1
339.50	1.8460E+7	1.1356	0.2365	-10.0	5.102E+1	+12.6	4.98E+1	1.11E+1
339.71	1.8470E+7	1.1328	0.2369	-8.0	5.139E+1	+10.1	5.06E+1	9.01E+0
339.87	1.8480E+7	1.1243	0.2348	-10.0	5.120E+1	+12.6	5.00E+1	1.12E+1
340.04	1.8490E+7	1.1298	0.2362	-8.0	5.137E+1	+10.1	5.06E+1	9.01E+0
340.22	1.8500E+7	1.1229	0.2355	-10.0	5.148E+1	+12.6	5.02E+1	1.13E+1
340.40	1.8510E+7	1.1341	0.2372	-10.0	5.130E+1	+12.6	5.01E+1	1.12E+1
340.58	1.8520E+7	1.1328	0.2386	-10.0	5.176E+1	+12.6	5.05E+1	1.13E+1
340.77	1.8530E+7	1.1243	0.2356	-8.0	5.153E+1	+10.1	5.07E+1	9.04E+0
340.95	1.8540E+7	1.1268	0.2382	-8.0	5.208E+1	+10.1	5.13E+1	9.16E+0
341.12	1.8550E+7	1.1229	0.2374	-7.0	5.216E+1	+8.9	5.15E+1	8.04E+0
341.28	1.8560E+7	1.1243	0.2366	-8.0	5.180E+1	+10.1	5.10E+1	9.10E+0
341.45	1.8570E+7	1.1168	0.2365	-10.0	5.211E+1	+12.7	5.08E+1	1.14E+1
341.61	1.8580E+7	1.1185	0.2376	-8.0	5.242E+1	+10.1	5.16E+1	9.23E+0
341.78	1.8590E+7	1.1194	0.2376	-8.0	5.237E+1	+10.1	5.15E+1	9.22E+0
341.95	1.8600E+7	1.1285	0.2379	-10.0	5.181E+1	+12.6	5.06E+1	1.13E+1
342.11	1.8610E+7	1.1243	0.2369	-8.0	5.188E+1	+10.1	5.11E+1	9.12E+0
342.30	1.8620E+7	1.1191	0.2376	-8.0	5.238E+1	+10.1	5.16E+1	9.22E+0
342.48	1.8630E+7	1.1242	0.2390	-7.0	5.252E+1	+8.9	5.19E+1	8.11E+0
342.65	1.8640E+7	1.1208	0.2384	-10.0	5.242E+1	+12.7	5.11E+1	1.15E+1
342.81	1.8650E+7	1.1199	0.2383	-10.0	5.243E+1	+12.7	5.12E+1	1.15E+1
342.98	1.8660E+7	1.1181	0.2370	-7.0	5.233E+1	+8.9	5.17E+1	8.07E+0
343.14	1.8670E+7	1.1215	0.2386	-10.0	5.242E+1	+12.7	5.11E+1	1.15E+1
343.31	1.8680E+7	1.1201	0.2396	-8.0	5.288E+1	+10.2	5.20E+1	9.33E+0
343.47	1.8690E+7	1.1186	0.2384	-10.0	5.255E+1	+12.7	5.13E+1	1.15E+1
343.63	1.8700E+7	1.1185	0.2379	-12.0	5.228E+1	+15.2	5.05E+1	1.37E+1
343.79	1.8710E+7	1.1177	0.2382	-12.0	5.241E+1	+15.2	5.06E+1	1.37E+1
343.94	1.8720E+7	1.1174	0.2380	-8.0	5.260E+1	+10.2	5.18E+1	9.27E+0
344.09	1.8730E+7	1.1191	0.2387	-8.0	5.270E+1	+10.2	5.19E+1	9.29E+0
344.26	1.8740E+7	1.1202	0.2387	-8.0	5.263E+1	+10.2	5.18E+1	9.28E+0
344.42	1.8750E+7	1.1162	0.2379	-7.0	5.267E+1	+8.9	5.20E+1	8.14E+0
344.61	1.8760E+7	1.1140	0.2387	-10.0	5.291E+1	+12.7	5.16E+1	1.16E+1
344.79	1.8770E+7	1.1165	0.2397	-10.0	5.303E+1	+12.7	5.17E+1	1.17E+1
344.96	1.8780E+7	1.1138	0.2400	-8.0	5.337E+1	+10.2	5.25E+1	9.44E+0
345.14	1.8790E+7	1.1134	0.2389	-10.0	5.298E+1	+12.7	5.17E+1	1.17E+1
345.31	1.8800E+7	1.1151	0.2391	-7.0	5.310E+1	+8.9	5.25E+1	8.22E+0
345.45	1.8810E+7	1.1076	0.2390	-10.0	5.337E+1	+12.7	5.21E+1	1.18E+1
345.61	1.8820E+7	1.1058	0.2383	-7.0	5.343E+1	+8.9	5.28E+1	8.28E+0
345.78	1.8830E+7	1.1155	0.2399	-10.0	5.313E+1	+12.7	5.18E+1	1.17E+1
345.95	1.8840E+7	1.1076	0.2394	-8.0	5.359E+1	+10.2	5.27E+1	9.48E+0
346.14	1.8850E+7	1.1164	0.2399	-7.0	5.322E+1	+8.9	5.26E+1	8.24E+0
346.32	1.8860E+7	1.1126	0.2384	-9.0	5.296E+1	+11.4	5.19E+1	1.05E+1
346.50	1.8870E+7	1.1092	0.2400	-10.0	5.356E+1	+12.7	5.22E+1	1.18E+1
346.67	1.8880E+7	1.1152	0.2406	-8.0	5.345E+1	+10.2	5.26E+1	9.45E+0
346.84	1.8890E+7	1.1144	0.2407	-9.0	5.349E+1	+11.5	5.24E+1	1.06E+1
346.99	1.8900E+7	1.1085	0.2393	-9.0	5.345E+1	+11.5	5.24E+1	1.06E+1
347.15	1.8910E+7	1.1066	0.2404	-9.0	5.389E+1	+11.5	5.28E+1	1.07E+1
347.34	1.8920E+7	1.1079	0.2383	-9.0	5.321E+1	+11.4	5.21E+1	1.06E+1
347.52	1.8930E+7	1.1055	0.2396	-10.0	5.366E+1	+12.7	5.23E+1	1.18E+1
347.69	1.8940E+7	1.1051	0.2411	-10.0	5.413E+1	+12.8	5.28E+1	1.20E+1
347.85	1.8950E+7	1.1055	0.2396	-10.0	5.366E+1	+12.7	5.23E+1	1.18E+1
348.02	1.8960E+7	1.1048	0.2413	-9.0	5.424E+1	+11.5	5.32E+1	1.08E+1
348.18	1.8970E+7	1.1032	0.2397	-7.0	5.399E+1	+8.9	5.33E+1	8.38E+0
348.35	1.8980E+7	1.1093	0.2420	-7.0	5.426E+1	+8.9	5.36E+1	8.43E+0
348.53	1.8990E+7	1.1068	0.2418	-10.0	5.423E+1	+12.8	5.29E+1	1.20E+1
348.70	1.9000E+7	1.0994	0.2408	-9.0	5.446E+1	+11.5	5.34E+1	1.09E+1
348.86	1.9010E+7	1.1034	0.2403	-9.0	5.405E+1	+11.5	5.30E+1	1.08E+1
349.03	1.9020E+7	1.1018	0.2404	-10.0	5.413E+1	+12.8	5.28E+1	1.20E+1
349.18	1.9030E+7	1.1079	0.2408	-7.0	5.402E+1	+8.9	5.34E+1	8.39E+0
349.35	1.9040E+7	1.1061	0.2417	-9.0	5.429E+1	+11.5	5.32E+1	1.08E+1
349.55	1.9050E+7	1.1082	0.2415	-10.0	5.406E+1	+12.8	5.27E+1	1.19E+1
349.71	1.9060E+7	1.1044	0.2423	-10.0	5.450E+1	+12.8	5.31E+1	1.21E+1
349.88	1.9070E+7	1.1005	0.2418	-8.0	5.472E+1	+10.2	5.39E+1	9.73E+0
350.05	1.9080E+7	1.1042	0.2428	-8.0	5.478E+1	+10.2	5.39E+1	9.74E+0
350.21	1.9090E+7	1.1017	0.2431	-8.0	5.502E+1	+10.3	5.41E+1	9.79E+0
350.38	1.9100E+7	1.0945	0.2414	-8.0	5.499E+1	+10.2	5.41E+1	9.78E+0
350.56	1.9110E+7	1.1061	0.2430	-10.0	5.459E+1	+12.8	5.32E+1	1.21E+1
350.73	1.9120E+7	1.0949	0.2423	-10.0	5.510E+1	+12.8	5.37E+1	1.22E+1
350.91	1.9130E+7	1.0969	0.2420	-10.0	5.489E+1	+12.8	5.35E+1	1.22E+1
351.08	1.9140E+7	1.0996	0.2435	-8.0	5.528E+1	+10.3	5.44E+1	9.85E+0
351.26	1.9150E+7	1.0998	0.2431	-8.0	5.514E+1	+10.3	5.43E+1	9.82E+0
351.41	1.9160E+7	1.0935	0.2434	-10.0	5.552E+1	+12.8	5.41E+1	1.23E+1
351.58	1.9170E+7	1.0984	0.2437	-12.0	5.515E+1	+15.4	5.32E+1	1.46E+1
351.73	1.9180E+7	1.1003	0.2447	-10.0	5.545E+1	+12.8	5.41E+1	1.23E+1
351.91	1.9190E+7	1.0977	0.2437	-10.0	5.533E+1	+12.8	5.39E+1	1.23E+1
352.09	1.9200E+7	1.0956	0.2437	-8.0	5.558E+1	+10.3	5.47E+1	9.91E+0
352.26	1.9210E+7	1.1007	0.2441	-8.0	5.537E+1	+10.3	5.45E+1	9.87E+0
352.44	1.9220E+7	1.0950	0.2435	-10.0	5.546E+1	+12.8	5.41E+1	1.23E+1
352.62	1.9230E+7	1.0946	0.2425	-7.0	5.536E+1	+9.0	5.47E+1	8.64E+0
352.79	1.9240E+7	1.0911	0.2438	-7.0	5.596E+1	+9.0	5.53E+1	8.76E+0
352.97	1.9250E+7	1.0976	0.2438	-10.0	5.538E+1	+12.8	5.40E+1	1.23E+1
353.14	1.9260E+7	1.0939	0.2435	-8.0	5.564E+1	+10.3	5.48E+1	9.93E+0
353.31	1.9270E+7	1.0986	0.2441	-7.0	5.555E+1	+9.0	5.49E+1	8.68E+0
353.49	1.9280E+7	1.0911	0.2437	-8.0	5.587E+1	+10.3	5.50E+1	9.98E+0
353.66	1.9290E+7	1.0946	0.2438	-8.0	5.568E+1	+10.3	5.48E+1	9.93E+0
353.82	1.9300E+7	1.0853	0.2437	-8.0	5.625E+1	+10.3	5.53E+1	1.01E+1
353.99	1.9310E+7	1.0945	0.2444	-10.0	5.574E+1	+12.8	5.43E+1	1.24E+1
354.17	1.9320E+7	1.0894	0.2423	-7.0	5.561E+1	+9.0	5.49E+1	8.69E+0
354.35	1.9330E+7	1.0856	0.2425	-8.0	5.590E+1	+10.3	5.50E+1	9.98E+0
354.52	1.9340E+7	1.0928	0.2449	-10.0	5.602E+1	+12.9	5.46E+1	1.25E+1
354.69	1.9350E+7	1.0946	0.2447	-8.0	5.593E+1	+10.3	5.50E+1	9.99E+0
354.85	1.9360E+7	1.0922	0.2444	-8.0	5.600E+1	+10.3	5.51E+1	1.00E+1
355.02	1.9370E+7	1.0892	0.2449	-8.0	5.637E+1	+10.3	5.55E+1	1.01E+1
355.18	1.9380E+7	1.0853	0.2430	-8.0	5.605E+1	+10.3	5.51E+1	1.00E+1
355.37	1.9390E+7	1.0839	0.2432	-10.0	5.611E+1	+12.9	5.47E+1	1.25E+1
355.53	1.9400E+7	1.0909	0.2448	-8.0	5.621E+1	+10.3	5.53E+1	1.01E+1
355.70	1.9410E+7	1.0861	0.2447	-7.0	5.654E+1	+9.0	5.58E+1	8.87E+0
355.87	1.9420E+7	1.0844	0.2444	-7.0	5.657E+1	+9.0	5.59E+1	8.87E+0
356.04	1.9430E+7	1.0871	0.2442	-7.0	5.635E+1	+9.0	5.57E+1	8.83E+0
356.20	1.9440E+7	1.0881	0.2449	-8.0	5.644E+1	+10.3	5.55E+1	1.01E+1
356.37	1.9450E+7	1.0880	0.2444	-8.0	5.629E+1	+10.3	5.54E+1	1.01E+1
356.52	1.9460E+7	1.0868	0.2449	-8.0	5.653E+1	+10.3	5.56E+1	1.01E+1
356.68	1.9470E+7	1.0878	0.2455	-7.0	5.668E+1	+9.0	5.60E+1	8.90E+0
356.85	1.9480E+7	1.0846	0.2435	-7.0	5.631E+1	+9.0	5.56E+1	8.82E+0
357.03	1.9490E+7	1.0856	0.2445	-8.0	5.649E+1	+10.3	5.56E+1	1.01E+1
357.20	1.9500E+7	1.0865	0.2444	-9.0	5.633E+1	+11.6	5.52E+1	1.13E+1
357.35	1.9510E+7	1.0782	0.2442	-5.0	5.703E+1	+6.5	5.67E+1	6.42E+0
357.51	1.9520E+7	1.0863	0.2437	-7.0	5.624E+1	+9.0	5.55E+1	8.81E+0
357.68	1.9530E+7	1.0814	0.2435	-7.0	5.652E+1	+9.0	5.58E+1	8.86E+0
357.85	1.9540E+7	1.0844	0.2449	-7.0	5.674E+1	+9.0	5.60E+1	8.91E+0
358.03	1.9550E+7	1.0809	0.2444	-9.0	5.670E+1	+11.6	5.55E+1	1.14E+1
358.19	1.9560E+7	1.0871	0.2466	-7.0	5.706E+1	+9.0	5.64E+1	8.97E+0
358.38	1.9570E+7	1.0839	0.2452	-9.0	5.676E+1	+11.6	5.56E+1	1.14E+1
358.56	1.9580E+7	1.0843	0.2456	-9.0	5.685E+1	+11.6	5.57E+1	1.14E+1
358.73	1.9590E+7	1.0788	0.2455	-7.0	5.729E+1	+9.1	5.66E+1	9.01E+0
358.89	1.9600E+7	1.0773	0.2448	-7.0	5.718E+1	+9.0	5.65E+1	8.99E+0
359.06	1.9610E+7	1.0800	0.2454	-7.0	5.716E+1	+9.0	5.65E+1	8.99E+0
359.23	1.9620E+7	1.0748	0.2441	-7.0	5.714E+1	+9.0	5.64E+1	8.98E+0
359.39	1.9630E+7	1.0781	0.2448	-7.0	5.713E+1	+9.0	5.64E+1	8.98E+0
359.56	1.9640E+7	1.0761	0.2449	-5.0	5.738E+1	+6.5	5.70E+1	6.47E+0
359.73	1.9650E+7	1.0792	0.2456	-7.0	5.731E+1	+9.1	5.66E+1	9.02E+0
359.91	1.9660E+7	1.0727	0.2445	-7.0	5.741E+1	+9.1	5.67E+1	9.04E+0
360.09	1.9670E+7	1.0757	0.2465	-9.0	5.770E+1	+11.7	5.65E+1	1.17E+1
360.30	1.9680E+7	1.0751	0.2435	-8.0	5.690E+1	+10.3	5.60E+1	1.02E+1
360.46	1.9690E+7	1.0747	0.2452	-7.0	5.749E+1	+9.1	5.68E+1	9.05E+0
360.62	1.9700E+7	1.0776	0.2459	-7.0	5.750E+1	+9.1	5.68E+1	9.05E+0
360.81	1.9710E+7	1.0723	0.2431	-7.0	5.701E+1	+9.0	5.63E+1	8.96E+0
360.98	1.9720E+7	1.0761	0.2465	-7.0	5.778E+1	+9.1	5.71E+1	9.11E+0
361.15	1.9730E+7	1.0782	0.2449	-7.0	5.716E+1	+9.0	5.64E+1	8.99E+0
361.34	1.9740E+7	1.0802	0.2469	-7.0	5.762E+1	+9.1	5.69E+1	9.08E+0
361.52	1.9750E+7	1.0755	0.2462	-7.0	5.773E+1	+9.1	5.70E+1	9.10E+0
361.69	1.9760E+7	1.0723	0.2454	-7.0	5.770E+1	+9.1	5.70E+1	9.09E+0
361.85	1.9770E+7	1.0744	0.2444	-8.0	5.720E+1	+10.3	5.63E+1	1.03E+1
362.02	1.9780E+7	1.0757	0.2449	-7.0	5.733E+1	+9.1	5.66E+1	9.02E+0
362.17	1.9790E+7	1.0766	0.2452	-7.0	5.735E+1	+9.1	5.66E+1	9.03E+0
362.34	1.9800E+7	1.0723	0.2452	-5.0	5.774E+1	+6.5	5.74E+1	6.51E+0
362.50	1.9810E+7	1.0721	0.2461	-5.0	5.800E+1	+6.5	5.76E+1	6.55E+0
362.67	1.9820E+7	1.0773	0.2465	-7.0	5.769E+1	+9.1	5.70E+1	9.09E+0
362.83	1.9830E+7	1.0764	0.2472	-5.0	5.805E+1	+6.5	5.77E+1	6.56E+0
363.00	1.9840E+7	1.0723	0.2456	-7.0	5.778E+1	+9.1	5.71E+1	9.11E+0
363.18	1.9850E+7	1.0682	0.2458	-7.0	5.811E+1	+9.1	5.74E+1	9.17E+0
363.35	1.9860E+7	1.0648	0.2456	-7.0	5.831E+1	+9.1	5.76E+1	9.21E+0
363.52	1.9870E+7	1.0683	0.2461	-5.0	5.827E+1	+6.5	5.79E+1	6.59E+0
363.68	1.9880E+7	1.0638	0.2461	-5.0	5.859E+1	+6.5	5.82E+1	6.63E+0
363.83	1.9890E+7	1.0669	0.2466	-7.0	5.846E+1	+9.1	5.77E+1	9.24E+0
364.00	1.9900E+7	1.0700	0.2456	-7.0	5.794E+1	+9.1	5.72E+1	9.14E+0
364.17	1.9910E+7	1.0633	0.2428	-7.0	5.754E+1	+9.1	5.68E+1	9.06E+0
364.35	1.9920E+7	1.0659	0.2452	-5.0	5.818E+1	+6.5	5.78E+1	6.58E+0
364.53	1.9930E+7	1.0650	0.2448	-7.0	5.803E+1	+9.1	5.73E+1	9.16E+0
364.69	1.9940E+7	1.0659	0.2462	-7.0	5.840E+1	+9.1	5.77E+1	9.23E+0
364.85	1.9950E+7	1.0595	0.2447	-5.0	5.846E+1	+6.5	5.81E+1	6.62E+0
365.03	1.9960E+7	1.0666	0.2466	-5.0	5.857E+1	+6.5	5.82E+1	6.63E+0
365.21	1.9970E+7	1.0622	0.2456	-5.0	5.857E+1	+6.5	5.82E+1	6.63E+0
365.38	1.9980E+7	1.0618	0.2464	-7.0	5.874E+1	+9.1	5.80E+1	9.29E+0
365.55	1.9990E+7	1.0658	0.2437	-3.0	5.777E+1	+3.9	5.76E+1	3.92E+0
365.73	2.0000E+7	1.0663	0.2459	-5.0	5.837E+1	+6.5	5.80E+1	6.60E+0
